,index,english,translated_from_finnish,translated_from_dutch,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_mandarin,translated_from_polish,translated_from_portuguese,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
876,413831,I live near here.,Asun täällä lähellä.,I live in the neighborhood here.,Je vis à proximité. | Je vis près d'ici.,Ich wohne in der Nähe. | Ich wohne hier in der Nähe.,මම මෙහාට එනවා.,Já žiju kolem. Já žiju kolem. Já bydlím kolem. Já bydlím kolem. Já bydlím kolem.,I live in this neighborhood. | I live in this neighborhood.,我住在那附近。,Mieszkam niedaleko.,^ “Eu moro aqui perto. | Eu moro perto daqui.,Já žiu nedaleko odtud.,Yo vivo cerca de aquí.,බුරයා ලග yaşıyorum.,Я живу тут неподалік. | Я живу недалеко звідси. | Я живу недалеко.
877,416367,Where are you going?,"""நீங்கள் எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்?",Where are you going? | Where are you going? | Where are you going? | Where are you going? | Where are you going?,Où vas-tu? | Où est-ce que vous allez? | Où allez-vous? | Où te rends-tu? | Où vous rendez-vous?,तुम कहाँ जा रहे हो? | तुम कहाँ जा रहे हो? | तुम कहाँ जा रहे हो? | तुम कहाँ जा रहे हो? | तुम कहाँ जा रहे हो? | तुम कहाँ जा रहे हो?,לאן אתה הולך? | לאן אתה הולך? | לאן אתה הולך? | לאן אתה הולך? | לאן מועדות פניך? | לאן אתן הולכות?,ドーフ ヴァイ? | ドーフ ステイ アンドンド? | ドーフ ステイ アンドンドンド? | ドーフ州 アンドンドンドンド?,Where are you going? | Where are you going? | Where are you going? | Where are you going? | Where are you going? | Where are you going? | Where are you going?,你去哪里? | 你要去哪里? | 你们去哪里? | 你们去哪里? | 你们去哪里? | 你去哪裏呀?,Gdzie idziesz? | Gdzie idziesz?,"""நீங்கள் எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்? எங்கு செல்கிறீர்கள்?",Куда ты идёшь? | Куда идёшь? | Камо грядеши? | Куда вы идёте? | Куда Вы идёте? | Ты куда идёшь? | Куда идешь? | Куда пошел? | Ты куда? | Вы куда? | Куда ты пошел? | Куда ты пошла? | Куда вы пошли? | Куда Вы пошли? | Куда вам? | Вы куда собрались? | Куда ты едешь? | Куда вы едете? | Куда тебя несёт?,"""நீங்கள் எங்கிருந்து வருகிறீர்கள்? | எங்கிருந்து வருகிறீர்கள்? | எங்கிருந்து வருகிறீர்கள்? | எங்கிருந்து வருகிறீர்கள்? | எங்கிருந்து வருகிறீர்கள்?",Nereye gidiyorsun? | Nereye gidiyorsunuz?,நீ எங்கே செல்கிறாய்? | நீ எங்கே செல்கிறாய்? | நீ எங்கே செல்கிறாய்? | நீ எங்கே செல்கிறாய்? | நீ எங்கே செல்கிறாய்? | நீ எங்கே செல்கிறாய்?
878,417801,My eyes hurt.,| Minun silmiini sattuu.,I have pain in my eyes.,| J'ai mal aux yeux. | J'ai mal aux yeux.,Moje oči schmerzen. | Meine Augen tun weh. | Mir tun die Augen weh.,මට ඇස් රිදෙනවා.,Mi fannoపురుషుడుGli-ఐస్.,目が痛いです. | 目が痛い.,我的眼睛疼我的眼睛疼我的眼睛疼。,Oczy mnie bolą. | Bolą mnie oczy.,Méus oči estão doendo. | Meus oči doem. | Doem-me os oči. | Os meus oči estão doendo.,У меня глаза болят. | У меня болят глаза.,Me duelen los ojos. | ¡Me duelen los ojos!,Gözlerim ağrıyor.,මගේ ඇස් රිදෙනවා.
879,417891,I have a sore throat.,Minulla on kurkku kipeä. | Mun kurkku on kipee.,I've got a sore throat. | I've got a sore throat.,J'ai mal à la gorge.,Ich habe Halsweh. | Ich habe Halsschmerzen. | Ich habe einen wunden Hals.,എന് റെ കഴുത്ത് വേദനിക്കുന്നു.,பாலின விகிதம்: பாலின விகிதம் ஆண் விகிதம் பெண் விகிதம் பெண் விகிதம் பெண் விகிதம்,喉が痛いんです。 | 喉が痛い。 | のどが痛いです。,මගේ 喉咙痛.,Gardło mnie boli. | Boli mnie gardło.,Já estou com dor de garganta. | Estou com dor de garganta. | Dói-me a garganta. | Minha garganta está inflamada. | Minha garganta dói.,У меня горло болит. | У меня болит горло. | Горло болит.,我 duele la garganta. | Tengo inflamación de la garganta. | Tengo dolor de la garganta.,Boğazım ağrıyor.,В мене болить горло. | У меня болить горло.
880,418475,You idiot!,നായിന്റെ മോനെ!,You're an idiot! You're an idiot! You're an idiot! You're an asshole! You're an asshole! You're an asshole!,Espèce d'idiot! | Espèce d'imbécile! | Idiote!,මෝඩයා!,| טיפש שכמותך!,මෝඩයා!,このおたんこなす! | このばかやろう.,මෝඩයා!,ടാ തെണ്ടി!,Seu idiota! | Idiota!,You idiot! | Идиот!,මෝඩයා!,Seni aptal! | Seni aptal!!,Идіоте! | Бовдуре!
881,424848,I know her.,Tunnen hänet.,I know her.,Je la connais.,Ich kenne sie.,Já ji znám.,La conosco. | Io la conosco.,I know her.,මම එයාව දන්නවා.,Znam ją.,Eu conheço ela.,Я знаю ее. | Я с ней знаком. | Я с ней знакома. | Я её знаю.,ലാ കോനോസ്കോ.,Onu tanıyorum. | Onu biliyorum.,എനിക്കവളെ അറിയാം.
882,425148,We often play chess.,Já pelaamme často shakkia.,We often play chess.,Nous jouons souvent aux échecs.,Wir spielen oft Schach.,Мы часто играем в шахматы.,| Noi giochiamo spesso a scacchi.,We よくチェスをします.,我们经常下棋。,Často gramy w szachy.,Frequentemente jogamos xadrez. | Nós jogamos xadrez com frequência.,Мы часто играем в шахматы.,Menudo jugamos al ajedrez.,Biz sık sık satranç oynarız.,Ми часто граємо в шахи.
883,426950,Good night!,සුභ රාත් රියක්!,Good night. | Good night! | Good night!,ശുഭരാത്രി!,Gute Nacht! | Gute Nacht.,ליל מנוחה. | לילה טוב!,Buona notte!,おやすみなさい. | おやすみ.,晚安!,Dobranoc! | Dobrej nocy. | Dobranoc.,සුභ රාත් රියක්!,Спокойной ночи. | Спокойной ночи! | Доброй ночи. | Доброй ночи! | Приятной ночи!,Buenas noches!,ശുഭരാത്രി!,Доброе ночи! Доброе ночи!
884,428402,What time is it?,Co se děje?,What time is it?,"Jaká je hodina? | Jaká je hodina teď? | Jaká je hodina teď? | Jaká je hodina, tam? | Jaká je hodina teď? | Máš čas? | Jaká je hodina tam? | Jaká je hodina, tam? | Jaká je hodina, tam? | Jaká je hodina jako ty?",Wie viel Uhr ist es? | Wie spät ist es? | Wie viel Uhr ist es? | Wie viel Uhr ist es jetzt? | Wie viel Uhr ist es gerade? | Wie spät ist es jetzt?,| What the hour now?,何时醒来? 何时醒来? 何时醒来? 何时醒来? 何时醒来? 何时醒来? 何时醒来?,何時? | 今、何時? | 何時? | 何時? | いま何時? | 何時?,நேபாளத்தில் நேபாளத்தில் நேபாளத்தில் நேபாளத்தில் நேபாளத்தில் நேபாளத்தில் நேபாளத்தில் நேபாளத்தில்,Która jest godzina? | Która godzina?,Jaké hodiny jsou? | Jaké hodiny? | Jaké hodiny jsou agora? | Jaké hodiny je agora?,Который час? | Сколько времени? | Сколько сейчас времени? | Время не подскажете?,何時是? | 何時是? | 何時是? | 何時是? | 何時是? | 何時是? | 何時是?,Saat kaç?,අද රෑට?
885,430925,She is dead.,Hän on kuollut.,She's dead. | She's dead. | She's dead.,Elle est morte.,Sie ist tot.,ఆమె מתה.,Je mrtvá. | Lei è morta.,ඇය මැරිලා.,ඇය මැරුණා.,Ona nie žije.,Ela está morta.,Она умерла. | Она мертва.,Ella está muerta. | Está muerta.,O öldü.,Она мертва.
886,431539,I'm bored.,tylsää న Minulla.,I'm bored. | I'm bored.,Je m'ennuie.,Ich bin gelangweilt. | Mir ist langweilig. | Ich langweile mich. | Ich habe Langeweile.,משעמם לי.,"我讨厌,我讨厌,我讨厌,我讨厌,我讨厌,我讨厌,我讨厌。",退屈しちゃったよ. | 退屈だなあ. | 退屈だな〜.,මම ගොඩක් නිශ්ශබ්දයි.,Nudzi mi się. | Nudzę się.,Jsem chateado. | Estou entediado. | Eu estou entediado. | Estou entediada.,මට скучно.,Estoy aburrido. | Me aburro.,Sıkıldım. | Canım sıkılıyor.,මට нудно. | Я нудьгую. | Я нуджуся.
887,432340,I was a teacher.,Já jsem byl učitel.,I was a teacher. | I was a teacher.,J'étais professeur. | J'étais professeur.,Byla jsem učitelka. Byla jsem učitelka. Byla jsem učitelka.,私は先生でした. | 私は先生でした.,Ero insegnante.,私は教師でした。,我是老师。,Byłem nauczycielem. | Byłam nauczycielką.,"我是教授,我是教授,我是教授,我是教授,我是教授。",Я был учителем. | Я была учителем. | Я была учительницей.,Yo era professor. | Yo era profesor.,ബെന് ബെര് ടീച്ചര് ഡിം.,Я был учителем. | Я була учителем.
888,433423,What did you say?,क्या कहा था? | क्या कहा था? | क्या कहा था? | क्या कहा था? | क्या कहा था?,What did you say? | What do you say? | What did you say?,Qu'avez-vous dit? | Qu'as-tu dit? | Plaît-il? | Qu'as-tu dit? | Qu'est-ce que tu as dit?,Was hast du gesagt? Was haben Sie gesagt? Was sagten Sie? Was sagtest du?,| What did you say?,Co jsi řekl? | Co jsi řekl? | Co jsi řekl? | Co jsi řekl? | Co jsi řekl? | Co jsi řekl? | Co jsi řekl? | Co jsi řekl?,♪ ♪ ♪ ♪,You say what? | You say what?,Co powiedziałeś? | Co powiedziałeś?,O que você disse? | O que ele disse?,Что вы сказали? | Что ты сказал? | Что Вы сказали? | Что ты сказала? | Что Вы говорили?,क्या है dicho? | ¿Qué dijiste? | ¿Qué dijo? | ¿Qué dijisteis? | ¿Qué dijo usted?,Ne dediniz? | Ne dedin?,Co jsi řekla? | Co jsi řekla? | Co jsi řekla? | Co jsi řekla?
889,433457,God exists.,अल्लाह का अस्तित्व है।,God exists. | God is.,ദൈവമുണ്ട്.,Už existuje.,خدا موجود ہے.,Dio existuje.,God exists.,දෙවියෝ ඉන්නවා.,خدا موجود ہے.,ദൈവമുണ്ട്.,Бог есть. | Бог существует.,Dios existuje.,神様は存在する。 | 神様は存在する。,Бог есть. | Бог существует.
890,433468,I understand.,Ymmärrän.,I get it. | Okay. | I get it. | I get it! | I get it. | I get it. | I get it! | Sorry.,Je comprends.,මට තේරෙනවා.,Já chápu. | Já מבינה.,Capisco. | Já capisco. | Comprendo. | Já comprendo.,I know. | なるほど. | 分かった! | わかったぞ! | わかりました. | 分かったわよ. | わかりました. | かしこまりました.,"我明白了,我明白了,我明白了。",Rozumiem.,मैं समझता हूँ. | मैं समझता हूँ. | Entendo. | Compreendo!,Rozumím. Rozumím. Rozumím.,Lo entiendo. | Entiendo.,මම එනවා.,Я понимаю. | Розумію.
891,433472,I got it.,Ymmärsin.,I got it.,J'ai compris. | J'ai capté.,Já jsem to pochopil. Já jsem to dostal. Já to mám.,Rozumím. | קלטתי.,Rozumím. Rozumím. Rozumím. Rozumím. Rozumím.,了解. | 分かったわよ.,明白了。,Złapałem!,Entendi. | Eu entendi.,Понял. | Я понял.,Lo tengo.,ආන්ලාජ්ම්.,Я зрозумів. | Зрозумів. | Зрозуміло. | Я зрозуміла.
892,433491,Go away.,Häivy! | Ala jo painella! | Ala painella!,Go away! | Get up! | Get up! | Get out! | Under my eyes! | Make you go away. | Go away here. | Make you go away! | Make you go away. | Run away! | Make you go away. | Beasts. | Go away. | Make you go away! | Get out of here! | Go away! | Darker up. | Red up. | Beasts! | Get up! | Get up! | Get up!,வார்ப்புரு: வார்ப்புரு:Va te faire foutre! | Fous le camp! | Pars! | Dégage! | Fous le camp! | Pars d'ici. | Va-t'en! | Disparais! | Déguerpissez. | Bouge! | Décampez! | Décampe! | Cassez-vous. | Allez-vous-en.,"""நீ போய் விடு! | உன்னை இழிவுபடுத்து! | நீ போய் விடு! | நீ போய் விடு! | நீ போய் விடு! | நீ போய் விடு! | நீ போய் விடு! | நீ போய் விடு! | நீ போய் விடு! | நீ போய் விடு! | நீ போய் விடு!","இக்கோயிலில் அமைந்துள்ள அருங்காட்சியகங்கள்: அருங்காட்சியகம், அருங்காட்சியகம், அருங்காட்சியகம், அருங்காட்சியகம், அருங்காட்சியகம்.",Vattene. | Se ne vada. | Andatevene. | Vai via. | Andate via. | Vada via.,| あっちへ行け! | 消え失せろ。,走開! | 走開.,Idź sobie. | Odejdź.,Vá embora. | Ochutnávej! | Se manda! | Fora! | Sai daqui! | Cai fora!,Уходите. | Уйди. | Уйдите. | Уйдите.,"""இங்கிருந்து வாருங்கள்! | லார்கோ! | லார்கேட்! | வாருங்கள்! | வாருங்கள்! | ஒரேலே! | அண்டடே! | லார்ஜிஸ்!",Defol.,வார்ப்புரு:Wednesday.
