,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
151946,516601,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.,He is poor.
151972,516745,Goodbye!,Goodbye to!,to see!,and well!,Goodbye to you!,Good luck!,and hello.,Arrive to us.,Goodbye to you!,to see!,Until the date!,until then!,Welcome to.,to the meeting!
152040,518553,You may go.,You can go.,You may go.,You can go.,You can leave.,You may go.,You can go.,You can go.,You can go.,You can go.,You can go.,You can go.,You can go.,You can go.
152216,521667,It's a good question.,It is a good problem.,It is a good question.,This is a good question.,A good question.,This is a good question.,A good question.,It is a good question.,A good question.,This is a good question.,This is a good question.,It is a good question.,It is a good question.,A good question.
152365,525267,"Tatoeba means ""for example"" in Japanese.",The Japanese word “Tatoeba” means example.,Tatoeba is Japanese for “e.g.”,“Tatoeba” means “for example” in Japanese.,“Tataeba” means “for example” in Japanese.,“Tatoeba” means “for example” in Japanese.,Tatuava in Japanese means “example”.,Tatueba in Japanese means “for example”.,Tatoeba means “example” in Japanese.,Tatueba means “for example” in Japanese.,Tatoeba means “example” in Japanese.,Tatoeba means “for example” in Japanese.,Tatueba in Japanese means “example”.,Tatoeba means “example” in Japanese.
152581,528455,She woke up.,She was awake.,She was awake.,He woke up.,She woke up.,She woke up.,She was awake.,He woke up.,She saw it.,She woke up.,She woke up.,She woke up.,He was awake.,She woke up.
152677,529830,Don't tell anyone this.,Don’t tell anyone about this.,Talk about this with no one.,Don’t tell this to anyone.,Don’t tell anyone this!,Tell no one!,Don’t tell anyone about it.,Don’t tell anyone this.,Don’t tell anyone about this.,Don’t tell anyone about it.,Don’t tell anyone about it.,Don’t tell it to anyone.,Don’t tell anyone this.,Don’t tell anyone this.
152752,530595,He ordered a beer.,He made a cup of beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,He ordered a beer.,I ordered a beer.,He ordered a beer.,He ordered a beer.,He asked for a circle of beer.,He asked for a beer.,He ordered a beer.,I ordered a beer.
152938,533100,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place on earth?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the most beautiful place in the world?,Where is the best place in the world?,Where is the most expensive place in the world?
153004,533746,How's your mother?,What about your mother?,What about your mother?,How does your mother do?,How is your mother?,How is your mother?,What is your mom?,How is your mother?,What about your mother?,How is your mother?,How is your mother?,What about your mother?,How to Mother?,How is Mom?
153176,535419,Do you have a cellphone?,Do you have a phone?,Do you have a mobile?,Do you have a cell phone?,Do you have a Nathalie?,Do you have a cell phone?,Do you have a cellphone?,Do you have a cell phone?,Do you have a mobile phone?,Do you have a cell?,Do you have a mobile phone?,Do you have a mobile?,Do you have a cell phone?,Do you have a mobile?
153309,538123,Hi.,Hello is.,and hello.,and hello.,Hello to you!,Hello is!,and hello.,Hello to you!,I do it.,and hello.,Hello to you.,and hello.,and hello.,and greetings.
153344,539017,He likes fishing.,He loves fishing.,He loves fish.,He loves fishing.,He loves fishing.,He likes to eat.,He loves fishing.,He likes to fish.,He loves fishing.,He loves fishing.,He loves fishing.,He loves fishing.,He loves fishing.,He loves fishing.
153701,544691,Where's the boss?,Where is the boss?,Where is the boss?,Where is the boss?,Where is the boss?,Where is the boss?,Where is the responsible?,Where is the boss?,Where is the President?,Where is the boss?,Where is the boss?,Where is the boss?,Where is the boss?,Where is the boss?
153938,551318,Why did you lie?,Why are you lying?,Why are you lying?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you match?,Why did you lie?,Why did you lie?,Why did you say the truth?
153943,551443,No problem.,No matter.,No problem.,No of anything.,There is no problem.,No problem.,There is no problem.,There is no problem.,It is OK.,There is no problem.,There is no problem.,There is no problem.,No problem!,There is no problem.
154720,566026,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.,Time is money.
154778,567368,I'm a student.,I am a student.,I am a student.,I am a student.,I am a student.,I am a student.,I am a student.,I am a student.,I am a student.,I am a student.,I am a student.,I am a student.,I am a student.,I am a student.
155238,576084,I hate Mondays.,I hate Monday.,I hate Monday.,I hate Monday.,I hate Monday.,I hate the assembly.,I hate Monday.,I hate Monday.,I hate Monday.,I hate Monday.,I hate Monday.,I hate Monday.,I hate Monday.,I hate Monday.
155418,580774,I'm a man.,I am a man.,I am a man.,I am a man.,I am a man.,I am a man.,I am a man.,I am a man.,I am a man.,I am a man.,I am a man.,I am a man.,I am a man.,I am a man.
155444,582309,I need help.,I need help.,I need help.,I need help.,I need help.,I need help.,I need help.,I need help.,Please help me.,I need help.,I need help.,I need help.,I need help.,I need help.
156353,607840,Go to hell!,You are under the hell!,Go to Hell!,Go to Hell!,Go to Hell!,Go to Hell!,Go to crazy!,Go to Hell!,to die!,Go to the devil!,Go to the hole!,Go to Hell!,Go to Hell!,Go to the bishop!
156468,611372,We want complete sentences.,We want a complete phrase.,We want full sentences.,We want whole phrases.,We want complete phrases.,We want complete sentences.,We want full judgments.,We want complete phrases.,We seek a complete phrase.,We want full opinions.,We need finished proposals.,We want complete phrases.,We want full words.,We need a full word.
156481,611769,You don't need to call me.,You don’t have to call me.,You don’t have to call me.,You don’t have to call me.,You don’t have to call me.,You don’t need to call me.,You don’t have to call me.,You don’t have to call me.,You don’t have to call me.,You don’t have to call me.,You don’t have to call me.,You don’t need to call me.,You don’t need to look for me.,You don’t need to call me.
156708,619636,Do you come here often?,Are you coming often?,Are you coming here frequently?,Do you visit here frequently?,Are you coming here often?,Are you coming here frequently?,Are you coming here frequently?,Are you coming here often?,Are you coming here often?,Are you coming here frequently?,Are you coming here frequently?,Do you come here often?,Do you come here frequently?,Are you coming here frequently?
157323,628213,Correct!,It is right!,The correct!,It is right!,This is true!,Right is!,It is right!,It is true!,The right!,Well well!,It is right!,It is correct!,It is true!,It is true!
157327,628230,We agree.,We agree.,We agree.,We agree.,We agree.,We agree.,agreed.,We agree.,The opinion is consistent.,We agree.,We agree.,We agree.,We agree.,We agree.
157419,630620,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.,This novel is boring.
157445,631038,Jump.,and jump.,and spring.,and jump.,and sound.,The spring.,and jump.,and jump.,Get to jump!,The jump.,and jump!,and jump.,and defol.,Stay out.
157606,634028,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Can you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?,Do you speak Turkish?
157795,638544,Where is the train station?,Where is the train station?,Where is the train station?,Where is the train station?,Where is the station?,Where is the station?,Where is the train station?,Where is the station?,Where is the station?,Where is the railway station?,Where is the railway station?,Where is the railway station?,Where is the train station?,Where is the railway station?
158135,647456,Bye!,Goodbye to!,and Doei!,to see!,Goodbye to you!,Live well!,and goodbye.,Hello to you!,Goodbye to you!,Pa!,So far.,and goodbye.,Welcome to.,The PA!
158594,661572,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.,Today is Saturday.
159294,672229,He ran.,He flew.,He ran.,He was running.,He was running.,He was running.,He is running.,The course.,He was running.,He fled.,He fled.,He was running.,He was running.,He was running.
159301,672252,You run.,You run.,You are rent.,You are running.,You are running.,You run.,You run.,to run.,You are running.,to launch.,You are running.,and run.,You are running.,You are running.
159302,672254,He runs.,He was running.,He is clean.,He is running.,He is running.,He is running.,He is running.,and running.,He is running.,He is running.,He is running.,He is running.,He is running.,He is running.
159304,672264,She runs.,She was running.,She is clean.,He is running.,She is running.,She is running.,She wanted.,and running.,She is running.,is running.,She is running.,She is running.,He runs.,She is running.
163060,693617,Idiot!,The fool!,The idiot!,The idiot!,The fool!,The fool!,The fool!,The fool!,The fool!,You idiot!,The fool!,The idiot!,The fool!,The Bouddha!
163441,699465,I'm 18 years old.,I am eighteen.,I am eighteen years old.,I am 18 years old.,I am eighteen years old.,I am eighteen years old.,I am eighteen years old.,I am eighteen years old.,The age is 18.,I am 18 years old.,I am 18 years old.,I am 18 years old.,I am 18 years old.,I am eighteen years old.
163557,702472,Colorless green ideas sleep furiously.,The uncolored green idea sleeps crazy.,Colorless green ideas sleep angry.,Uncolored green ideas sleep angry.,Uncolored green ideas sleep angry.,Colourless green ideas sleep angry.,Green ideas without color are old with anger.,Uncolored green ideas sleep furiously.,The uncolored concept of green sleeps strongly.,Uncolored green ideas sleep angry.,Uncolored green thoughts sleep angry.,Green ideas without color sleep furiously.,Uncolored green ideas sleep angry.,Colourless green ideas fall asleep.
163670,703304,We're neighbors.,We are neighbors.,We are neighbors.,We are neighbors.,We are neighbors.,We are neighbors.,We are neighbors.,We are close.,We are neighbors to each other.,We are neighbors.,We are neighbors.,We are neighbors.,We are neighbors.,We are neighbors.
