,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
153344,539017,He likes fishing.,He likes to fish.,Li ŝatas fiŝkapti.,Arrantza gustatzen zaio.,Iḥemmel ad yeṭṭef lḥut.,Li ŝatas fiŝkapti.,Il aime pêcher.,Li ŝatas fiŝkapti.,Li ŝatas fiŝkapti.,Li ŝatas fiŝkapti.,Li ŝatas fiŝkapti.,Li ŝatas fiŝkapti.,Li ŝatas fiŝkapti.,Li ŝatas fiŝkapti.
153701,544691,Where's the boss?,Where's the old man?,Where's the boss?,Non dago nagusia?,Where's the boss?,Non dago nagusia?,¿Dónde está el responsable?,Where's the boss?,- 어딨어요?,Where's the boss?,Where's the boss?,Where's the boss?,Where's the boss?,Non dago nagusia?
153938,551318,Why did you lie?,Why are you lying?,Why did you lie?,Why did you lie to me?,Why did you lie to me?,Zergatik esan duzu gezurra?,¿Por qué mintió?,Zergatik esan duzu gezurra?,Zergatik esan didazu gezurra?,Why did you lie?,Why did you lie?,Why did you lie?,Why did you lie?,Kial vi diris la malveron?
153943,551443,No problem.,It's all right.,Ez dago arazorik.,"Ez, ez da ezer.",Ez dago arazorik.,Ez dago arazorik.,Pas de problème.,Ez da ezer gertatzen.,괜찮아,Ez dago arazorik.,Ez dago arazorik.,Ez dago arazorik.,Ez da ezer gertatzen!,Ez dago arazorik.
154720,566026,Time is money.,Time is money.,Tempo estas mono.,Denbora dirua da.,Amal d idrimen.,Tempo estas mono.,El tiempo es dinero.,Tempo estas mono.,Denbora urrea da.,Denbora dirua da.,Tempo estas mono.,Tempo estas mono.,Time is money.,Tempo estas mono.
154778,567368,I'm a student.,I'm a student.,Mi estas studento.,Ni ikaslea naiz.,Nekk d anelmad.,Mi estas studento.,Je suis étudiante.,Mi estas studento.,Mi estas studento.,Ikaslea naiz.,Mi estas studento.,Mi estas studento.,Mi estas studento.,Mi estas studento.
155238,576084,I hate Mondays.,I hate Mondays.,Mi malamas lundojn.,Gorroto ditut astelehenak.,Kerheɣ letnayen.,Gorroto dut muntatzea.,Je déteste les lundis.,Mi malamas lundojn.,Ez zaizkit astelehenak gustatzen.,I hate Mondays.,Mi malamas lundojn.,Mi malamas lundojn.,I hate Mondays.,Mi malamas lundojn.
155418,580774,I'm a man.,I'm a man.,Gizon bat naiz.,Gizona naiz.,Gizon bat naiz.,Gizon bat naiz.,Soy un hombre.,Gizon bat naiz.,Gizon bat naiz.,Gizona naiz.,Gizona naiz.,Gizon bat naiz.,I'm a man. I know.,Gizona naiz.
155444,582309,I need help.,I need help.,Laguntza behar dut.,Laguntza behar dut.,I need some help.,Laguntza behar dut.,J'ai besoin d'aide.,Laguntza behar dut.,도와주세요,I need some help.,Laguntza behar dut.,I need some help.,I need some help.,Mi bezonas helpon.
156353,607840,Go to hell!,ئى مۇشرىكلار! (سىلەرچە ياخشى) يوللاردا ماڭماڭلار,Go to hell!,Zoaz popatik hartzera!,Go to hell!,Zoaz pikutara!,¡Vete al diablo!,Go to hell!,죽여!,Zoaz pikutara!,Zoaz pikutara!,Go to hell!,Go to hell!,Zoaz pikutara!
156468,611372,We want complete sentences.,We want the full sentence.,Esaldi osoak nahi ditugu.,Esaldi osoak nahi ditugu.,Nebɣa isallen iεeqqmen.,Ni volas kompletajn frazojn.,Queremos frases completas.,Ni volas kompletajn frazojn.,우리는 완전한 문장을 원합니다.,We want the full sentences.,Ni bezonas finigitajn frazojn.,Ni volas kompletajn frazojn.,We want the exact sentences.,Ni bezonas plenajn frazojn.
156481,611769,You don't need to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,Vous n'avez pas à me téléphoner.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't have to call me.,You don't need to call me.,You don't have to call me.,Vi ne bezonas telefoni al mi.
156708,619636,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Do you come here often?,Ĉu vi ofte venas ĉi tien?,Vous venez souvent ici?,Do you come here often?,Sarri etortzen zara hona?,Do you come here often?,Ĉu vi ofte venas ĉi tien?,Do you come around often?,Do you come here often?,Ĉu vi ofte venas ĉi tien?
157323,628213,Correct!,That's right!,That's right!,"-Bai, horixe da.","That's right, man.","-Bai, hori da.",C'est vrai!,"-Ez, ez da egia.",맞아요,Ondo dago!,Hori da arrazoia!,That's right!,That's right!,"-Bai, horixe da."
157327,628230,We agree.,We agree.,We're all in this together.,We agree.,We're all in agreement.,Ados gaude.,Se acordó.,We're all in this together.,이 모든 의견은 일치합니다.,We're all in this together.,We're all in agreement.,We're all in this together.,We're in agreement.,Ni konsentas.
157419,630620,This novel is boring.,This novel is boring.,Tiu romano estas enuiga.,Nobela hau aspergarria da.,Aṛuman-a d amennuɣ.,Tiu romano estas enuiga.,Ce roman est ennuyeux.,Tiu romano estas enuiga.,Tiu romano estas enuiga.,Tiu romano estas teda.,Tiu romano estas enuiga.,Tiu romano estas enuiga.,Tiu romano estas teda.,Tiu romano estas enuiga.
157445,631038,Jump.,Salto egin.,Jauzi egin.,Jauzi egin.,Salto egin.,Jauzi egin.,Salta hacia abajo.,Jauzi egin.,뛰어!,Jauzi egin.,Jauzi egin!,Salto egin.,Get out of here.,"Ez, ez, ez."
157606,634028,Do you speak Turkish?,Do you speak Turkish?,Ĉu vi parolas la turkan?,Turkieraz dakizu?,Do you speak Turkish?,Ĉu vi parolas la turkan?,Tu parles turc?,Ĉu vi parolas la turkan?,Ĉu vi parolas la turkan?,Ĉu vi scipovas paroli la turkan?,Ĉu vi parolas la turkan?,Ĉu vi parolas la turkan?,Ĉu vi parolas la turkan?,Ĉu vi parolas la turkan?
157795,638544,Where is the train station?,Where is the train station?,Kie estas la stacidomo?,Non dago tren geltokia?,Anda i d tmacint n tmacint?,Kie estas la stacidomo?,Où se trouve la gare?,Kie estas la stacidomo?,Kie estas la stacidomo?,Kie estas la fervoja stacidomo?,Kie estas la fervoja stacio?,Kie estas la fervoja stacio?,Kie estas la stacidomo?,Kie estas la fervoja stacio?
158135,647456,Bye!,"-Ez, ez.",Agur! Agur!,I'll see you later.,- I 'll see you later.,Bizitza ona izan.,Au revoir.,"- Kaixo, lagunak.",안녕하세요!,"-Ez, ez da egia.",-Goazen.,"Agur, lagunak.",I'll see you later.,"-Ez, ez dut uste."
158594,661572,Today is Saturday.,Today is Saturday.,Hodiaŭ estas sabato.,Larunbata da.,Ass-a d asawt.,Hodiaŭ estas sabato.,C'est samedi.,Hodiaŭ estas sabato.,Hodiaŭ estas sabato.,Hodiaŭ estas sabato.,Hodiaŭ estas sabato.,Hodiaŭ estas sabato.,It's Saturday.,Hodiaŭ estas sabato.
159294,672229,He ran.,He ran.,Korrika egin du.,He ran.,He was running.,Li kuris.,Il court.,Korrika egin zuen.,Korrika egin du.,He ran.,Ihes egin du.,Li kuris.,Li kuris.,Li kuris.
159301,672252,You run.,You run.,You run.,Zu lasterka egiten ari zara.,You're running.,Korrika egiten ari zara.,Vous courez.,Korri.,Zu lasterka ari zara.,- Let's go. - What?,Ihes egiten ari zara.,Korri.,You run.,Korrika egiten ari zara.
159302,672254,He runs.,He ran.,Korrika egiten ari da.,Korrika egiten ari da.,He's running.,Korrika egiten ari da.,Il court.,Korrika egiten du.,Korrika egiten ari da.,He's running.,Korrika ari da.,Li kuras.,He runs.,Li kuras.
159304,672264,She runs.,She ran.,Ŝi kuras.,Korrika egiten ari da.,She's running.,Korrika egiten ari da.,Elle voulait courir.,Korrika egiten du.,Korrika ari da.,Korrika egiten ari da.,She's running.,Ŝi kuras.,He's running.,Ŝi kuras.
163060,693617,Idiot!,Arrautzak!,Ergel hori!,Ergel hori!,You idiot!,Ergel hori!,Tu es un imbécile!,Ergel hori!,Ergel hori!,Ergel hori!,Ergel hori!,Ergel hori!,Ergel bat zara!,-Ez dut uste.
163441,699465,I'm 18 years old.,I'm 18 years old.,Mi estas dekokjara.,18 urte ditut.,Ɣur-i ttɛeṭṭaɛit iseggasen.,Mi estas dek ok jarojn aĝa.,J'ai dix-huit ans.,Mi estas dekokjara.,18살이네요.,18 urte ditut.,18 urte ditut.,Nik 18 urte ditut.,18 urte ditut.,Mi estas dekokjara.
163557,702472,Colorless green ideas sleep furiously.,The idea of colorless green is sleeping madly.,Kolorerik gabeko ideia berdeek haserre egiten dute.,Ideia berde koloretsuek oso gaizki egiten dute lo.,Ideia berde kolorerik gabekoak amorratuta daude.,Koloraj verdaj ideoj dormas kolere.,Las ideas verdes sin color están viejas en el enojo.,Verdaj senkoloraj ideoj dormas furiozeme.,그리고 그 모든 것을 볼 수 있습니다.,Ideia berde koloretsuak amorratuta daude.,Koloraj verdaj pensoj dormas kolere.,Koloraj verdaj ideoj furiozeme dormas.,Colorless green ideas sleep mad.,Senkoloraj verdaj ideoj ne dormas.
163670,703304,We're neighbors.,We're neighbors.,Bizilagunak gara.,Bizilagunak gara.,D lǧiran.,Ni estas najbaroj.,Nous sommes voisins.,Gertu gaude.,우리는 서로 이웃입니다.,Bizilagunak gara.,Ni estas najbaroj.,Bizilagunak gara.,We're neighbors.,Ni estas najbaroj.
163783,704725,Stir the soup.,I'm going to take a look.,- Move the soup.,Zopa nahasi.,Rnu-d tasuft.,Movu la supon., Essayez la soupe.,Metu la supon.,"Mi volas, ke vi miksu la supon.",Mix the soup.,Metu la supon.,Miku la supon.,Mix the soup.,Miku la supon.
163907,706874,Happy Mother's Day!,Happy Mother's Day!,Feliĉan Patrintagon!,Amaren eguna izan!,Happy Mother's Day to you!,Feliĉan Patrintagon!,Une journée de mère heureuse!,Have a good mother's party!,"Ama, eskerrik asko beti.",Amaren eguna zoriontsua izan bedi.,Ama Egun on!,Amaren eguna zoriontsua da!,Happy mother's day!,Ama Egun on!
164129,707526,Count to thirty.,Number thirty.,Zenbatu hogeita hamar arte.,Count to thirty.,Ɣas ad d-tesɛuḍ ar tlata.,Kalkulu ĝis tridek., Comptez jusqu'à trente.,Count to 30.,30을 계산해봐,Count to 30.,Kalkulu ĝis tridek.,Count to 30.,Count to thirty.,Kalkulu ĝis tridek.
165980,740214,I am a woman.,I'm a woman.,Emakume bat naiz.,Emakume bat naiz.,Emakume bat naiz.,Emakume bat naiz.,Soy una mujer.,Emakume bat naiz.,Emakume bat naiz.,Emakume bat naiz.,Emakume bat naiz.,Emakume bat naiz.,I'm a woman.,Mi estas virino.
167003,757414,I'm listening to music.,I'm listening to music.,Mi aŭskultas muzikon.,Musika entzuten ari naiz.,Ttḥessiseɣ i ccna.,Mi aŭdas muzikon.,Je suis à l'écoute de la musique.,Mi aŭskultas muzikon.,Mi aŭskultas muzikon.,Musika entzuten ari naiz.,Mi aŭskultas muzikon.,Mi aŭskultas muzikon.,I'm listening to music.,Mi aŭskultas muzikon.
167259,762939,Silence is golden.,Silence is gold.,Silento estas oro.,Isiltasuna urrea da.,Ssusem d azrem.,Silento estas oro.,Le silence vaut l'or.,La silento estas ora.,꽃은 말 안 해,Isiltasuna urrea da.,Silento estas oro.,En fermita buŝo ne eniras muŝoj.,Silence is golden.,Silento estas oro.
168429,785667,"You may write in any language you want. On Tatoeba, all languages are equal.","You can write in any language you want. In Tatoeba, all languages are equal.",Vi povas skribi en kiu ajn lingvo vi volas. Ĉi tie sur Tatoeba ĉiuj lingvoj estas egalaj.,Vi povas skribi en iu ajn lingvo. En Tatoeba ĉiuj lingvoj estas egalaj.,"Tzemreḍ ad taruḍ s tutlayt i tebɣiḍ. Deg Tatoeba, tutlayin akk tgeqqen.",Vi rajtas skribi ĉi tie en iu ajn lingvo. Sur Tatoeba ĉiuj lingvoj estas egalaj.,Vous pouvez écrire dans n'importe quelle langue.,"Vi povas skribi en iu ajn lingvo, kiun vi volas. Sur Tatoeba ĉiuj lingvoj estas egalaj.",Kaj mi skribos ĝin en ajna lingvo.,Oni povas skribi en iu ajn lingvo. En Tatoeba ĉiuj lingvoj estas egalaj.,Oni povas skribi en ajna lingvo. Ĉiuj lingvoj en la projekto Tatoeba estas egalaj.,"Vi povas skribi en la lingvo, kiun vi volas. En Tatoeba ĉiuj lingvoj estas egalaj.","Vi povas skribi en iu ajn lingvo, kiun vi volas. Ĉe Tatoeba ĉiuj lingvoj estas egalaj.",Oni povas skribi en ajna lingvo. Ĉiuj lingvoj en Tatoeba estas egalaj.
168951,794758,I am not a witch.,I'm not a witch.,Mi ne estas sorĉistino.,I'm not a witch.,I'm not a witch.,Mi ne estas sorĉistino.,Je ne suis pas une sorcière.,Mi ne estas sorĉistino.,Mi ne estas sorĉistino.,I'm not a witch.,Mi ne estas sorĉistino.,Mi ne estas sorĉistino.,Mi ne estas sorĉistino.,Mi ne estas sorĉistino.
171915,811376,He lives alone.,He lives alone.,Li loĝas sola.,Bakarrik bizi da.,Yettɣimi weḥd-s.,Li vivas sola.,Il vit seul.,He lives alone.,Li loĝas sola.,He lives alone.,Li vivas sola.,Li vivas sola.,Li vivas sola.,Li vivas sola.
172646,827295,I hate you.,I hate you.,Gorroto zaitut.,Gorroto zaitut.,Gorroto zaitut.,Gorroto zaitut.,Je te déteste.,Gorroto zaitut.,난 널 싫어,Gorroto zaitut.,Gorroto zaitut.,Gorroto zaitut.,I hate you.,Gorroto zaitut.
173753,847863,I'm always hungry.,I'm always hungry.,Mi ĉiam malsatas.,Beti gose naiz.,Mazal laẓ i yi-d-yeǧǧan.,Mi ĉiam malsatas.,Je suis toujours affamé.,Mi ĉiam malsatas.,난 항상 배고프다,Beti gose naiz.,Mi ĉiam malsatas.,Mi ĉiam malsatas.,Mi ĉiam malsatas.,Mi ĉiam malsatas.
174179,854500,Get lost.,"-Ez, ez.",Bizarra moztu!,Joan zaitez.,Kendu bidetik.,-Ez egin zaratarik!,¡Desaparezca!,"-Ez, ez dut nahi.",Alde egin!,"-Ez, ez dut nahi.",Ez dut nahi.,Galdu zaitez.,Get out of here.,Kendu gainetik.
175014,870628,Please continue.,Please continue.,Please continue.,"Go on, please.",Please continue.,Bonvolu iri!,"Continuez, s'il vous plaît.","Please, keep going.",계속 얘기해,"Keep going, please.",Please continue.,Please continue.,Please keep going.,Bonvolu daŭrigi.
176212,881861,I don't have a cat.,I don't have a cat.,Mi ne havas katon.,Mi ne havas katon.,Ur sɛiɣ ara amcic.,Mi ne havas katon.,Je n'ai pas de chat.,Mi ne havas katon.,Mi ne havas katon.,Mi ne posedas katon.,Mi ne havas katon.,Mi ne havas katon.,Mi ne havas katon.,Mi ne havas katon.
176341,883062,Choose one.,Pick one of them.,Aukeratu bat.,Aukeratu bat.,Pick one of them.,Aukeratu bat.,Choisissez l'un d'entre eux.,Aukeratu bat.,한 개 선택해,Aukeratu bat.,Pick one of them.,Aukeratu bat.,Pick one of them.,Hartu bat.
177553,890415,Come!,Zatoz hona!,-Etorri hona!,Zatoz hona!,"Come on, you guys.",Zatoz hona!,Viens!,Zatoz hona!,"오, 오, 오!",-Etorri hona!,Zatozte!,Zatoz hona!,Zatoz hona!,Zatoz hona!
177627,891930,I want to die with Getter Jaani.,I want to die with John Gett.,-Jani Gotorlekin hil nahi dut.,Getter Janekin hil nahi dut.,I want to die with Getter Jaani.,I want to die with Gett Jaani.,Je veux mourir avec Ghatr Yani.,Getter Jaani-rekin hil nahi dut.,게텔 요니와 함께 죽고 싶네,I want to die with Getter Jaani.,I want to die with Gettys Jaanie.,I want to die with Getter Jaani.,I want to die with Getter Jaani.,Gettar Janiren ondoan hil nahi dut.
178536,906328,Run!,"-Ez, ez.",Korri! Korri!,"- Korri! - Ez, ez!",Get out of here!,"-Ez, ez, ez.",Courage à toi!,Korri! Korri!,Azkar!,Ihes egin!,"-Ez, ez dut nahi.",Korri! Korri!,Ihes egin!,Azkar!
179456,914029,What do you think?,What do you think?,Zer iruditzen zaizu?,Zer iruditzen zaizu?,What do you think?,Zer esan nahi duzu?,Que pensez-vous de cela?,Zer iruditzen zaizu?,Zer iruditzen zaizu?,What do you think?,What do you think?,What are you thinking?,What do you think?,Zer iruditzen zaizu?
180182,925077,It is too expensive.,It's too expensive.,- Garestiegi da.,Garestiegiak dira.,Garestiegiak dira.,Tio estas tro multekosta!,C'est trop cher.,Garestiegiak dira.,너무 높네요,It's too expensive.,Tio estas tro multekosta.,It's very expensive.,This is too expensive.,"-Ez, ez da."
181016,943665,Hooray!,"-Ez, ez da egia.",Puta bat!,-Ondo dago.,- I'm not going to.,-Oso ondo.,¡El Hídido!,Oihu egingo du!,안녕하세요!,"-Ez, ez da egia.","-Ez, ez dut uste.",Oihu egin!,Bizirik izan dadila!,"-Ez, ez dut uste."
181351,953107,Are you on Facebook?,Are you on Facebook?,Are you on Facebook?,Do you have a Facebook account?,You on Facebook?,Ĉu vi estas en Facebook?,Vous êtes sur Facebook?,Ĉu vi estas en Facebook?,페이스북이 그렇게 하는 걸까요?,Do you have a Facebook account?,Ĉu vi estas en Facebook?,Ĉu vi havas Facebook-on?,Are you on Facebook?,Ĉu vi estas en Facebook?
181446,953202,Do you like cooking?,Do you like to cook?,Ĉu vi ŝatas kuiri?,Do you like cooking?,Tḥemmleḍ ad tsewḍeḍ?,Ĉu vi ŝatas kuiri?,Aimez-vous cuisiner?,Ĉu vi ŝatas kuiri?,Ĉu vi ŝatas kuiri?,Sukaldatzea gustatzen zaizu?,Ĉu vi ŝatas kuiri?,Ĉu vi ŝatas kuiri?,Ĉu vi ŝatas kuiri?,Ĉu vi ŝatas kuiri?
181468,953224,Do you think I'm stupid?,Do you think I'm crazy?,Ergela naizela uste duzu?,Ergela naizela uste duzu?,Do you think I'm an idiot?,Ergela naizela uste duzu?,Do you think I'm stupid?,Do you think I'm stupid?,Ergela naizela uste duzu?,Ergela naizela uste duzu?,Ĉu vi opinias min stulta?,Ergela naizela uste duzu?,Do you think I'm an idiot?,Ergel bat naizela uste duzu?
181530,953286,Have you eaten?,Have you eaten yet?,Jan duzu?,- You want to eat?,Have you eaten?,Ĉu vi jam manĝis?,Avez-vous déjà mangé?,Jan duzu?,Jan egin duzu?,Have you eaten yet?,Did you eat?,Jan duzu?,Have you eaten?,Abestu egin dut?
181540,953296,Have you ever dyed your hair?,Did you dye your hair?,Ĉu vi iam farbis viajn harojn?,Have you ever dyed your hair?,Tɣemmeḍ akersi-k yakan?,Ĉu vi iam farbis viajn harojn?,Avez-vous déjà peint vos cheveux?,Have you ever dyed your hair?,Ilea tindatu duzu?,Have you ever dyed your hair?,Ĉu vi iam farbis viajn harojn?,Ĉu vi iam farbis viajn harojn?,Have you ever dyed your hair?,Ĉu vi iam farbis viajn harojn?
181601,953358,How was your summer?,"It's been a hot summer, hasn't it?",Kiel estis via somero?,How was your summer?,How was your summer?,Kiel estis via somero?,Comment a passé l'été?,Kiel estis via somero?,Zer moduz uda?,How's the summer?,Kiel estis via somero?,How was your summer?,How was your summer?,Kiel pasis la somero?
181609,953366,I ate too much.,I'm eating too much.,Mi manĝis tro multe.,Gehiegi jan dut.,Lliɣ ččiɣ aṭas.,Mi manĝis tro multe.,J'ai trop mangé.,Mi manĝis tro multe.,Gehiegi jan dut.,I'm out of my mind.,Mi manĝis tro multe.,Mi manĝis tro multe.,I ate too much.,Mi vestis min.
184000,982239,Do you like strawberries?,Do you like grass?,Ĉu vi ŝatas fragojn?,-Mozkorrak gustatzen zaizkizu?,Tḥemmleḍ tifirraḥin?,Ĉu vi ŝatas fragojn?,Do you like strawberries?,Ĉu vi ŝatas fragojn?,Ĉu vi ŝatas fragojn?,Larruazalak gustatzen zaizkizu?,Ĉu vi ŝatas fragojn?,Ĉu vi ŝatas fragojn?,Do you like strawberries?,Ĉu vi ŝatas la meznokton?
184037,983650,This is a horse.,It's a horse.,Tio estas ĉevalo.,This is a horse.,It's a horse.,Tio estas ĉevalo.,C'est un cheval.,Tio estas ĉevalo.,이 말은 말입니다.,It's a horse.,Tio estas ĉevalo.,Tio estas ĉevalo.,It's a horse.,Tio estas ĉevalo.
184118,987485,"Champagne, please.","Give me the champagne, thank you.","Champagne, mi petas.","Champagne, please.","Champagne, please.","Champagne, please.","Un champagne, s'il vous plaît.","Champagne, please.",샴페인 좀 주세요,"I'll have some champagne, please.","Champagne, please.","Champagne, please.","Champagne, please.","Bonan ĉampanon, mi petas."
