,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
180182,925077,It is too expensive.,It's too expensive.,- Garestiegi da.,Ĝi estas tro multekosta. Ĝi estas tro multekosta. Ĝi kostas tro multe.,Garestiegiak dira.,Tio estas tro multekosta!,C'est trop cher.,.ئۇ بەك قىممەت.ئۇ بەك قىممەت.ئۇ بەك قىممەت.ئۇ بەك قىممەت.ئۇ بەك قىممەت,Ĝi estas tro alta. Ĝi estas tro alta. Ĝi estas tro alta.,It's too expensive.,.ئۇ بەك قىممەت.ئۇ بەك قىممەت,.ئۇ بەك قىممەت,.ئۇ بەك قىممەت,Ĝi estas tro multekosta. Ĝi estas tro multekosta.
181016,943665,Hooray!,"-Ez, ez da egia.",!ھۆرمۇ، جىبرىئىل,-Ondo dago.,- I'm not going to.,-Oso ondo.,¡El Hídido!,Oihu egingo du!,안녕하세요!,"-Ez, ez da egia.","-Ez, ez dut uste.",Oihu egin!,Bizirik izan dadila!,"-Ez, ez dut uste."
181351,953107,Are you on Facebook?,Are you on Facebook?,Are you on Facebook?,Ĉu vi havas konton en Facebook? Ĉu vi estas en Facebook? Ĉu vi estas en Facebook?,سىزمۇ ئەلۋەتتە Facebook-دا؟ سىزمۇ Facebook-دا؟ سىزمۇ Facebook-دا؟,Facebook မှာရှိလား။ Facebook မှာရှိလား။ Facebook မှာရှိလား။ Facebook မှာရှိလား။ Facebook မှာရှိလား။ Facebook မှာရှိလား။ Facebook မှာရှိလား။ Facebook မှာရှိလား။,Vous êtes sur Facebook?,سىز قانداق؟ سىز قانداق؟ سىز قانداق؟ سىز قانداق؟ سىز قانداق؟ سىز قانداق؟ سىز قانداق؟ سىز قانداق؟,페이스북이 하는 일이 있나요?,سىزمۇ بىر فېيىسبۇكتە ئۇچۇر يوللىۋاتامسىز؟,سىزمۇ شۇنداق؟ سىزمۇ شۇنداق؟,سىزدە قانداقمۇ ئالاقە تورى بار؟ Facebook-دا ياكى باشقا تور بەتلەردە؟ Facebook-دا ياكى باشقا تور بەتلەردە؟,سىزمۇ Facebookتە؟ سىزمۇ Facebookتە؟,Ĉu vi havas paĝon en Facebook?
181446,953202,Do you like cooking?,Do you like to cook?,-- تاماق يېيىشنى ياخشىمۇسىز؟ ئاشپەزنى ياخشىمۇسىز؟ ئاشپەزنى ياخشىمۇسىز؟,Do you like cooking?,ئاشپەزلىكىڭىزنى ياخشى كۆرىسىزمۇ؟ ئاشپەزلىكىڭىزنى ياخشى كۆرىسىزمۇ؟,မင်း ချက်ပြုတ်ရတာကြိုက်လား။ မင်း ချက်ပြုတ်ရတာကြိုက်လား။ မင်း ချက်ပြုတ်ရတာကြိုက်လား။,Vous aimez cuisiner?,မီးဖိုချောင်ကြိုက်လား။ မီးဖိုချောင်ကြိုက်လား။ မီးဖိုချောင်ကြိုက်လား။ မီးဖိုချောင်ကြိုက်လား။ မီးဖိုချောင်ကြိုက်လား။,요리하는 것을 좋아하시나요?,Sukaldatzea gustatzen zaizu?,-- (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟) (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟) (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟) (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟) (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟) (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟) (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟) (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟) (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟) (كۈلكە پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟),မီးဖိုချောင်ကိုကြိုက်လား။ မီးဖိုချောင်ကိုကြိုက်လား။,تاماق پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟ تاماق پىشۇرۇشنى ياخشى كۆرىسىزمۇ؟,Ĉu vi ŝatas kuiri?
181468,953224,Do you think I'm stupid?,Do you think I'm crazy?,Ergela naizela uste duzu?,Ergela naizela uste duzu?,.سىز مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىز؟ سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟,Ergela naizela uste duzu?,Do you think I'm stupid?,سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟ سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟ سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟ سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟ سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟ سىلەر مېنىڭ ئەخمەق ئىكەنلىكىمنى ئويلامسىلەر؟,Ergela naizela uste duzu?,Ergela naizela uste duzu?,سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟ سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟ سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟ سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟ سىلەر مېنى ئەخمەق دەپ گۇمان قىلىۋاتامسىلەر؟,Do you think I'm stupid?,Do you think I'm stupid?,Ergel bat naizela uste duzu?
181530,953286,Have you eaten?,Have you eaten? Have you eaten? Have you eaten? Have you eaten? Have you eaten?,Jan duzu?,Have you eaten?,.تاماق يېدىڭمۇ؟ (تاماق يېدىڭمۇ؟),.تاماق يېدىڭمۇ؟تاماق يېدىڭمۇ؟تاماق يېدىڭمۇ؟,Avez-vous déjà mangé?,يېدىڭمۇ؟ يېدىمۇ؟ يېدىڭلارمۇ؟ يېدىڭلارمۇ؟ يېدىڭلارمۇ؟ ئۇ يېدى؟ سىلەر يېدىڭلارمۇ؟,먹었나요? 먹었나요?,Have you eaten yet?,يېدىڭىزمۇ؟ يېدىڭلارمۇ؟,Have you eaten? Have you eaten? Have you eaten?,Have you eaten?,Ĉu vi manĝis? Ĉu vi manĝis? Ĉu vi manĝis? Ĉu vi manĝis?
181540,953296,Have you ever dyed your hair?,Did you dye your hair?,Ĉu vi iam farbis viajn harojn?,سىزمۇ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ سىزمۇ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ سىزمۇ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ سىزمۇ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ سىزمۇ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ سىزمۇ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ سىزمۇ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ سىزمۇ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟,سىزمۇ چاچىڭىزنى رەڭگۈرلىيەلمىدىڭىزمۇ؟ چاچىڭىزنى رەڭگۈرلىيەلمىدىڭىزمۇ؟ چاچىڭىزنى رەڭگۈرلىيەلمىدىڭىزمۇ؟,Ĉu vi iam farbis viajn harojn?,Avez-vous déjà peint vos cheveux?,سىزمۇ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟ چاچىڭىزنى رەڭگۈرلۈشتىڭىزمۇ؟,Ilea tindatu duzu?,Have you ever dyed your hair?,سىزمۇ چاچقا سۈرتۈپ باققانمۇ؟ چاچقا سۈرتۈپ باققانمۇ؟,Ĉu vi iam farbis viajn harojn?,Have you ever dyed your hair?,Ĉu vi iam farbis vian hararon? Ĉu vi iam farbis vian hararon? Ĉu vi iam farbis vian hararon?
181601,953358,How was your summer?,How was the summer?,يازىڭىز قانداق بولدى؟ يازىڭىز قانداق بولدى؟ يازىڭىز قانداق بولدى؟,How was your summer?,يازىڭىز قانداق بولدى؟ يازىڭىز قانداق بولدى؟ يازىڭىز قانداق بولدى؟ يازىڭىز قانداق بولدى؟,يازىڭىز قانداق بولدى؟ يازىڭىز قانداق بولدى؟ يازىڭىز قانداق بولدى؟,Comment a passé l'été?,How was your summer? How was his summer? How was your summer?,여름은 어떠셨나요?,How was your summer? How was your summer?,يازىڭىز قانداق بولدى؟ يازىڭىز قانداق بولدى؟,How was your summer?,How was your summer?,Kiel pasis la somero?
181609,953366,I ate too much.,I'm eating too much.,I ate too much. I ate too much.,Gehiegi jan dut.,Lliɣ ččiɣ aṭas.,Mi manĝis tro multe.,J'ai trop mangé. J'ai trop mangé.,.مەن بەكمۇ يەپتىكەنمەن.مەن بەكمۇ يەپتىكەنمەن.مەن بەكمۇ يەپتىكەنمەن,Gehiegi jan dut.,I've been eating too much.,.مەن بەك يەپتىمەن. غۇسلى قىلدىم,Mi manĝis tro multe.,I ate too much.,Mi manĝis. Mi lavis. Mi lavis. Mi manĝis. Mi manĝis tro multe.
184000,982239,Do you like strawberries?,Do you like grass?,سىز چىلاننى ياخشى كۆرىسىزمۇ؟ سىز چىلاننى ياخشى كۆرىسىزمۇ؟,Ĉu vi ŝatas manĝi? Ĉu vi ŝatas manĝi? Ĉu vi ŝatas manĝi? Ĉu vi ŝatas manĝi?,Tḥemmleḍ tifirraḥin?,سىز سىتراۋۇزنى ياخشى كۆرىسىزمۇ؟ سىتراۋۇزنى ياخشى كۆرىسىزمۇ؟ سىتراۋۇزنى ياخشى كۆرىسىزمۇ؟,Vous aimez les fraises?,ကြက်သွန်နီတွေကြိုက်လား။ ကြက်သွန်နီတွေကြိုက်လား။ ကြက်သွန်နီတွေကြိုက်လား။ ကြက်သွန်နီတွေကြိုက်လား။ ကြက်သွန်နီတွေကြိုက်လား။ ကြက်သွန်နီတွေကြိုက်လား။ သူမ ကြက်သွန်နီတွေကြိုက်လား။,Ĉu vi ŝatas fragojn?,Ĉu vi ŝatas fragojn? Ĉu vi ŝatas fragojn?,سىز چىلاننى ياخشى كۆرىسىزمۇ؟,မင်းစပါးတွေကြိုက်လား။ မင်းစပါးတွေကြိုက်လား။ မင်းစပါးတွေကြိုက်လား။,Do you like strawberries?,Ĉu vi ŝatas la duonombron?
184037,983650,This is a horse.,It's a horse.,This is a horse. This is a rose.,This is a horse.,It's a horse.,.بۇ بىر ئات. بۇ بىر ئېكرو. بۇ بىر ئات,C'est un cheval.,.بۇ بىر ئات,이 말은 말입니다.,It's a horse.,.بۇ بىر ئات. بۇ بىر ئات. بۇ بىر ئات,Tio estas ĉevalo.,It's a horse.,Tio estas ĉevalo.
184118,987485,"Champagne, please.","Give me the champagne, thank you.","Champagne, mi petas.","Champagne, please.","Champagne, please.","Champagne, please.","Un champagne, s'il vous plaît.","Ĉampanon, mi petas.",샴페인 좀 주세요.,"I'll have some champagne, please.","Champagne, please.","Champagne, please. Champagne, please.","Champagne, please.","Bonan ĉampanon, mi petas."
184160,990384,Grammar is very complicated.,The syntax is very complex.,Gramatiko estas tre kompleksa.,Estas tre malfacile lerni lingvon.,Taẓuri n tmeslayt d ayen yuεren mliḥ.,Gramatiko estas tre komplika.,La grammaire est très complexe.,La gramatiko estas tre komplika.,La gramatiko estas tre simpla.,Grammar is very complicated.,La gramatiko estas tre malfacila.,La gramatiko estas tre komplika.,Lingva scio estas tre kompleksa.,.گىرامماتىكى ھەقىقەتەن مۇرەككەپ.
184235,993268,He died recently.,He died recently.,Li ĵus mortis.,He died recently.,He died recently. He died recently.,Li ĵus mortis.,"Il est mort récemment, il est parti dans son monde récent.",He died recently.,그는 최근에 죽었어요,He died recently.,Li ĵus mortis.,Li mortis antaŭ nelonge.,He died recently.,Li ĵus mortis.
184422,997880,I don't drink coffee.,I'm not drinking coffee.,Mi ne trinkas kafon.,Ez dut kaferik edaten.,Ur ttessɣeɣ ara lqahwa.,Mi ne trinkas kafon.,Je ne bois pas de café.,.مەن قەھۋە ئىچمەيمەن,저는 커피를 마시지 않습니다.,Ez dut kaferik edaten.,.مەن قەھۋە ئىستىمال قىلمايمەن,Mi ne trinkas kafon.,I'm not drinking coffee.,Mi ne trinkas kafon. Mi ne trinkas kafon.
186312,1024693,Tom isn't here.,Tom is not here. Tom is not here.,Tomo ne estas ĉi tie.,Tom ne estas ĉi tie. Tom ne estas ĉi tie. Tom ne estas ĉi tie.,Ur d-yella ara Tom da.,Tomo ne estas ĉi tie.,Tom n'est pas là.,Tomo ne estas ĉi tie.,톰은 없습니다. 톰은 없습니다.,Tomo ne estas ĉi tie.,.تام بۇ يەردە ئەمەس.تام بۇ يەردە ئەمەس.تام بۇ يەردە ئەمەس.تام بۇ يەردە ئەمەس,Tomo ne estas ĉi tie.,Tomo ne estas ĉi tie.,Tom ne estas ĉi tie. Tom ne estas ĉi tie. Tom ne estas ĉi tie. Tom ne estas ĉi tie.
187666,1026051,Tom doesn't like cats.,Tom doesn't like cats.,Tomo ne ŝatas katojn.,Tom-i ez zaizkio katuak gustatzen.,Tom ur iḥemmel ara imcic.,Tomo ne ŝatas katojn.,Tom n'aime pas les chats.,Tomo ne ŝatas katojn.,Tomo ne ŝatas katojn.,Tomo ne ŝatas katojn.,Tomo ne ŝatas katojn.,Tomo ne ŝatas katojn.,Tom ne ŝatas katojn.,Tomo ne ŝatas katojn.
188288,1026675,Tom closed his eyes.,Tom closed his eyes.,Tomo fermis siajn okulojn.,Tomo fermis siajn okulojn.,.توم كۆزلىرىنى يۇمۇدى.توم كۆزلىرىنى يۇمۇدى,Tomo fermis siajn okulojn.,Tom ferme les yeux.,.تام كۆزىنى يۇمۇپتۇ,Tomo fermis la okulojn.,Tomo fermis la okulojn.,Tomo fermis la okulojn.,.تام كۆزىنى باغلىدى,Tom closed his eyes.,Tomo fermis la okulojn.
188621,1027009,Tom blushed.,Tom is red-faced.,Tomo blovis.,Tomo ruĝiĝis.,Tom yeǧǧuẓ.,Tomo ruĝiĝis.,Tom le plus petit.,.تام قىزىل بولدى,Tomo ruĝiĝis.,Tomo freneziĝis.,Tomo ruĝiĝis.,Tomo ruĝiĝis.,Tom was angry.,Tomo ruĝiĝis.
190239,1028631,Tom hugged Mary.,Tom hugged Mary.,Tomo brakumis Manjon.,Tomo brakumis Manjon.,Tom yefqeṛ Mary.,Tomo brakumis Manjon. Tomo brakumis Manjon.,Tom a embrassé Mary.,.تام ماريانى قۇچاقلىدى,Tomo brakumis Manjon.,Tomo brakumis Manjon.,Tomo brakumis Manjon.,Tomo brakumis Manjon.,Tom hugged Mary.,Tomo brakumis Manjon.
193352,1064331,It wasn't my fault.,It's not my fault.,It wasn't my fault. It wasn't my fault. It wasn't my fault.,It wasn't my fault. It wasn't my fault.,.بۇ ئۆزۈمنىڭ خاتالىقى ئەمەستى,It wasn't my fault. It wasn't my fault.,"Ce n'était pas ma faute, ce n'était pas ma faute, ce n'était pas ma faute, c'était à cause de moi qu'elle en était victime.",It wasn't my fault. It wasn't my fault.,제 잘못은 아니었습니다. 제 실패는 아니었습니다.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault.,It wasn't my fault. It wasn't my fault.,Tio ne estis mia kulpo. Tio ne estis mia kulpo.
193634,1071653,Eat your soup before it gets cold.,Drink before the frost falls.,Eat your soup before it gets cold. Eat your soup before she gets cold.,Eat your cooking before it cools down.,.ئۇزۇن سوغۇق بولغۇچە شورپىڭىزنى يەڭ,"Manĝu vian supon, antaŭ ol ĝi malvarmiĝos.",Mangez votre soupe avant qu'elle ne se refroidisse.,.سىز سوغۇق بولغۇچە سوپىڭىزنى يەڭ.سىز سوغۇق بولغۇچە سوپىڭىزنى يەڭ.سىز سوغۇق بولغۇچە سوپىڭىزنى يەڭ.سىز سوغۇق بولغۇچە سوپىڭىزنى يەڭ,Edan zopa hoztu baino lehen.,Eat the soup before it goes cold.,.سۈپىڭىزنى ئاچچىققا چۈشمىگۈچە يەڭلار.سۈپىڭىز ئاچچىققا چۈشمىگۈچە يەڭلار,Eat your soup before it gets cold.,Manĝu la supon antaŭ ol malvarmiĝi.,"Manĝu vian supon, ĝis ĝi malvarmiĝas. Manĝu vian supon, ĝis ĝi malvarmiĝas. Manĝu vian supon, ĝis ĝi malvarmiĝas."
193744,1075501,May I put it here?,Can I put it here?,Can I put it down here?,Ĉu mi povas meti ĝin ĉi tie? Ĉu mi povas meti ĝin ĉi tie? Ĉu mi povas meti ĝin ĉi tie? Ĉu mi povas meti ĝin ĉi tie?,.مېنى بۇنى بۇيەرگە قويۇۋېرىڭمۇ؟ بۇيەرگە قويۇۋېرىڭمۇ؟ بۇيەرگە قويۇۋېرىڭمۇ؟,Can I put it here?,Je peux le mettre ici? Je peux le mettre ici? Je peux le mettre ici? Je peux le mettre ici? Je peux le mettre ici? Je peux le mettre ici? Je peux le mettre ici? Je peux le mettre ici? Je peux le mettre ici?,.مېنى بۇنى بۇيەرگە قويۇۋېرىڭمۇ؟ بۇيەرگە قويۇۋېرىڭمۇ؟ بۇيەرگە قويۇۋېرىڭمۇ؟,여기 놓아주실래요?,Can I put this here?,--مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ --مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ --مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ --مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ --مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ --مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ --مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ --مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ --مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ --مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ مەن بۇنى ئورۇنلاشتۇرۇۋېرەيمۇ؟ مەن بۇنى ئورۇنلاشتۇرۇۋېرەيم,Can I put it here?,Can I put it here?,Ĉu mi povas meti ĝin tie ĉi? Ĉu mi povas meti ĝin tie ĉi? Ĉu mi povas meti ĝin tie ĉi?
193745,1075502,We should always obey laws.,We always obey the law.,We must always obey the laws.,We should always follow the laws.,.بىز قانۇنلارغا ئەگىشەيلى,Ni ĉiam observu la leĝojn.,Nous devons toujours obéir à la loi.,.بىز قانۇنلارغا دائىم بويسۇنۇشىمىز كېرەك,우리는 항상 법을 지켜야 합니다.,We should always follow the law.,Ni ĉiam devas observi la leĝojn.,We should always follow the laws.,We must always obey the law.,Ni ĉiam devas sekvi la leĝojn.
194256,1084522,I can't drink milk.,I can't drink milk. I can't drink milk.,Mi ne povas trinki lakton.,Ezin dut esnea edan.,Ur zmireɣ ara ad s-sneɣ ayefki.,I can't stand milk. I can't drink milk.,Je ne peux pas boire de lait.,.مەن سۈت ئىچيەلمەيمەن,저는 우유를 마시지 않습니다.,I can't drink milk.,Mi ne povas trinki lakton.,Mi ne povas trinki lakton.,Mi ne povas trinki lakton.,Mi ne povas trinki lakton.
